timestamp,experiment,model_alias,model_id,size,n_storal_selected,train_rows,validation_rows,unique_normalized_morals,exact_duplicate_moral_groups,exact_duplicate_moral_rows,eval_doc_config,summary_generator,corpus_template,rankings_path,MAP@10,MRR@10,NDCG@10,Recall@5,Recall@10,Recall@15,Recall@50,Recall@100,Recall@200,Recall@300,Hit@1,Hit@5,Hit@10,Hit@100,Mean_Rank,Median_Rank,n_queries,seed,early_stopping_metric,model_dir,error
2026-05-18T22:16:17,ft_12_storal_transfer_clustered,bge,BAAI/bge-base-en-v1.5,s200,200,180,20,199,1,2,raw,none,{fable},/media/eimtest/data/lior/ParabeLink/finetuning/ft_12_storal_transfer_clustered/results/rankings/bge__s200__raw__none.json,0.12396148242295188,0.15411134667249593,0.14275614574544754,0.1582085828343313,0.22020958083832334,0.26579341317365274,0.4391217564870259,0.5686876247504989,0.7253493013972055,0.8062375249500997,0.09131736526946108,0.2125748502994012,0.2904191616766467,0.6706586826347305,113.29191616766467,38.5,668,42,ndcg@10,/data/lior/ft_12_storal_transfer_clustered/models/bge/s200,
2026-05-18T22:32:11,ft_12_storal_transfer_clustered,bge,BAAI/bge-base-en-v1.5,s500,500,450,50,465,29,64,raw,none,{fable},/media/eimtest/data/lior/ParabeLink/finetuning/ft_12_storal_transfer_clustered/results/rankings/bge__s500__raw__none.json,0.12910010911176548,0.16663125835125667,0.1540370314136852,0.16095309381237521,0.2422654690618762,0.28897205588822356,0.44498502994011974,0.5763473053892215,0.7268463073852296,0.835553892215569,0.09431137724550898,0.22305389221556887,0.3263473053892216,0.6706586826347305,106.2185628742515,39.5,668,42,ndcg@10,/data/lior/ft_12_storal_transfer_clustered/models/bge/s500,
2026-05-18T22:34:44,ft_12_storal_transfer_clustered,bge,BAAI/bge-base-en-v1.5,s1000,1000,900,100,929,62,133,raw,none,{fable},/media/eimtest/data/lior/ParabeLink/finetuning/ft_12_storal_transfer_clustered/results/rankings/bge__s1000__raw__none.json,0.14220680186520124,0.1844610213745392,0.16728478407315925,0.18260978043912177,0.25054890219560877,0.29159181636726544,0.454441117764471,0.5819111776447106,0.7371007984031936,0.8285179640718564,0.10778443113772455,0.24550898203592814,0.3278443113772455,0.6796407185628742,104.71706586826348,35.5,668,42,ndcg@10,/data/lior/ft_12_storal_transfer_clustered/models/bge/s1000,
2026-05-18T22:48:30,ft_12_storal_transfer_clustered,bge,BAAI/bge-base-en-v1.5,sfull,1675,1507,168,1595,69,149,raw,none,{fable},/media/eimtest/data/lior/ParabeLink/finetuning/ft_12_storal_transfer_clustered/results/rankings/bge__sfull__raw__none.json,0.14078560145835392,0.1835868668365264,0.16161202379429507,0.18016467065868264,0.23231037924151693,0.2718063872255489,0.4537425149700599,0.5762974051896208,0.7411926147704591,0.825424151696607,0.11676646706586827,0.24850299401197604,0.3083832335329341,0.6721556886227545,108.6062874251497,38.0,668,42,ndcg@10,/data/lior/ft_12_storal_transfer_clustered/models/bge/sfull,
2026-05-18T23:04:06,ft_12_storal_transfer_clustered,linq,Linq-AI-Research/Linq-Embed-Mistral,s200,200,180,20,199,1,2,conceptual_abstract_only,gemini,{conceptual_abstract},/media/eimtest/data/lior/ParabeLink/finetuning/ft_12_storal_transfer_clustered/results/rankings/linq__s200__conceptual_abstract_only__gemini.json,0.37880304499899226,0.4330454196069861,0.42625840158443906,0.45775948103792413,0.5549151696606787,0.600748502994012,0.753942115768463,0.8379740518962076,0.9033433133732536,0.9267465069860279,0.3248502994011976,0.5494011976047904,0.6332335329341318,0.8772455089820359,44.49850299401198,4.0,668,42,ndcg@10,/data/lior/ft_12_storal_transfer_clustered/models/linq/s200,
2026-05-18T23:04:06,ft_12_storal_transfer_clustered,linq,Linq-AI-Research/Linq-Embed-Mistral,s200,200,180,20,199,1,2,fable_cot_proverb,gemini,{fable}\n\nMoral summary: {cot_proverb},/media/eimtest/data/lior/ParabeLink/finetuning/ft_12_storal_transfer_clustered/results/rankings/linq__s200__fable_cot_proverb__gemini.json,0.43754944554507774,0.49037884247853736,0.48790793200857097,0.532809381237525,0.625998003992016,0.6888473053892216,0.833882235528942,0.8920409181636726,0.9490269461077845,0.9718562874251496,0.3772455089820359,0.6152694610778443,0.7020958083832335,0.9221556886227545,28.34131736526946,3.0,668,42,ndcg@10,/data/lior/ft_12_storal_transfer_clustered/models/linq/s200,
2026-05-18T23:04:06,ft_12_storal_transfer_clustered,linq,Linq-AI-Research/Linq-Embed-Mistral,s200,200,180,20,199,1,2,fable_direct_moral,gemini,{fable}\n\nMoral summary: {direct_moral},/media/eimtest/data/lior/ParabeLink/finetuning/ft_12_storal_transfer_clustered/results/rankings/linq__s200__fable_direct_moral__gemini.json,0.44089560050318355,0.49442276638014443,0.49431040450020675,0.5473552894211576,0.641317365269461,0.7003493013972056,0.8259231536926148,0.8920409181636726,0.9452844311377246,0.9708582834331337,0.38023952095808383,0.6347305389221557,0.7200598802395209,0.9221556886227545,28.206586826347305,3.0,668,42,ndcg@10,/data/lior/ft_12_storal_transfer_clustered/models/linq/s200,
2026-05-18T23:08:44,ft_12_storal_transfer_clustered,linq,Linq-AI-Research/Linq-Embed-Mistral,s200,200,180,20,199,1,2,fable_cot_proverb,gemini,{fable}\n\nMoral summary: {cot_proverb},/media/eimtest/data/lior/ParabeLink/finetuning/ft_12_storal_transfer_clustered/results/rankings/linq__s200__fable_cot_proverb__gemini.json,0.43754944554507774,0.49037884247853736,0.48790793200857097,0.532809381237525,0.625998003992016,0.6888473053892216,0.833882235528942,0.8920409181636726,0.9490269461077845,0.9718562874251496,0.3772455089820359,0.6152694610778443,0.7020958083832335,0.9221556886227545,28.34131736526946,3.0,668,42,ndcg@10,/data/lior/ft_12_storal_transfer_clustered/models/linq/s200,
2026-05-18T23:08:44,ft_12_storal_transfer_clustered,linq,Linq-AI-Research/Linq-Embed-Mistral,s200,200,180,20,199,1,2,conceptual_abstract_fable,gemini,Conceptual summary: {conceptual_abstract}\n\n{fable},/media/eimtest/data/lior/ParabeLink/finetuning/ft_12_storal_transfer_clustered/results/rankings/linq__s200__conceptual_abstract_fable__gemini.json,0.4268468080317258,0.4869683964708876,0.48378459251887573,0.5379241516966068,0.6379491017964072,0.6979041916167665,0.8273203592814371,0.891367265469062,0.9524451097804392,0.9722804391217565,0.36077844311377244,0.6347305389221557,0.7275449101796407,0.9206586826347305,27.54640718562874,3.0,668,42,ndcg@10,/data/lior/ft_12_storal_transfer_clustered/models/linq/s200,
2026-05-18T23:08:44,ft_12_storal_transfer_clustered,linq,Linq-AI-Research/Linq-Embed-Mistral,s200,200,180,20,199,1,2,fable_proverb,gemini,{fable}\n\nProverb: {proverb},/media/eimtest/data/lior/ParabeLink/finetuning/ft_12_storal_transfer_clustered/results/rankings/linq__s200__fable_proverb__gemini.json,0.4317724679713433,0.484298543782962,0.4813966925667257,0.5212824351297406,0.6190119760479041,0.6838572854291417,0.8316117764471057,0.9010229540918165,0.9498253493013973,0.9741267465069859,0.3772455089820359,0.6032934131736527,0.6961077844311377,0.9311377245508982,27.019461077844312,3.0,668,42,ndcg@10,/data/lior/ft_12_storal_transfer_clustered/models/linq/s200,
